"REGION,YEAR,WEEK,FertilityRate,Education,Policy,FamilyPlanning"
"Wisconsin,2015,38,0.561134,19,19,3386"
"Wyoming,2015,38,0.311526,8,11,2568"
"Puerto Rico,2015,38,3.70747,146,6,3938"
"Virgin Islands,2015,38,0.515464,2,1,388"
"New York City,2015,38,1.26741,1281,86,101072"
"Alabama,2015,39,2.15379,128,14,5943"
"Alaska,2015,39,0.505689,4,5,791"
"Arizona,2015,39,0.736351,169,48,22951"
"Arkansas,2015,39,0.2574,4,6,1554"
"California,2015,39,1.21246,348,87,28702"
"Colorado,2015,39,0.394777,13,6,3293"
"Connecticut,2015,39,0.448632,20,7,4458"
"Delaware,2015,39,0,0,9,2112"
"District of Columbia,2015,39,0,0,0,0"
"Florida,2015,39,X,X,X,X"
"Georgia,2015,39,1.40799,431,27,30611"
"Hawaii,2015,39,1.89255,31,14,1638"
"Idaho,2015,39,0.30722,6,7,1953"
"Illinois,2015,39,1.28036,542,63,42332"
"Indiana,2015,39,1.21769,49,18,4024"
"Iowa,2015,39,0.967742,6,3,620"
"Kansas,2015,39,1.2293,49,13,3986"
"Kentucky,2015,39,0.0502581,11,10,21887"
"Louisiana,2015,39,1.79191,811,75,45259"
"Maine,2015,39,0.536033,27,25,5037"
"Maryland,2015,39,1.24585,75,15,6020"
"Massachusetts,2015,39,0.407127,77,24,18913"
"Michigan,2015,39,0.281641,48,50,17043"
"Minnesota,2015,39,0.815059,42,10,5153"
"Mississippi,2015,39,2.19729,421,46,19160"
"Missouri,2015,39,0.908785,27,16,2971"
"Montana,2015,39,0.0581734,1,5,1719"
"Nebraska,2015,39,1.19403,16,9,1340"
"Nevada,2015,39,1.30785,39,11,2982"
"New Hampshire,2015,39,0.0653595,2,17,3060"
"New Jersey,2015,39,1.44609,92,17,6362"
"New Mexico,2015,39,0.931677,66,15,7084"
"New York,2015,39,0.426954,23,23,5387"
"North Carolina,2015,39,1.11747,41,15,3669"
"North Dakota,2015,39,0.087108,1,6,1148"
"Ohio,2015,39,0.57026,53,41,9294"
"Oklahoma,2015,39,1.06336,24,13,2257"
"Oregon,2015,39,0.283587,8,8,2821"
"Pennsylvania,2015,39,1.00901,112,25,11100"
"Rhode Island,2015,39,0.12747,8,19,6276"
"South Carolina,2015,39,0.283086,8,8,2826"
"South Dakota,2015,39,0.34662,2,2,577"
"Tennessee,2015,39,0.411219,39,51,9484"
"Texas,2015,39,2.17404,775,84,35648"
"Utah,2015,39,1.03753,201,42,19373"
"Vermont,2015,39,0.806452,6,4,744"
"Virginia,2015,39,1.31923,1135,123,86035"
"Washington,2015,39,0.911577,30,28,3291"
"West Virginia,2015,39,0.771431,89,27,11537"
"Wisconsin,2015,39,1.30351,74,20,5677"
"Wyoming,2015,39,0.227964,6,12,2632"
"Puerto Rico,2015,39,3.79198,210,8,5538"
"Virgin Islands,2015,39,1.48148,6,1,405"
"New York City,2015,39,1.23467,1179,78,95491"
"Alabama,2015,40,2.58875,272,28,10507"
"Alaska,2015,40,0.627353,10,7,1594"
"Arizona,2015,40,1.23609,290,52,23461"
"Arkansas,2015,40,1.14799,46,14,4007"
"California,2015,40,1.38064,558,125,40416"
"Colorado,2015,40,0.51656,17,5,3291"
"Connecticut,2015,40,1.0157,55,17,5415"
"Delaware,2015,40,0.0994777,4,16,4021"
"District of Columbia,2015,40,0,0,0,0"
"Florida,2015,40,X,X,X,X"
"Georgia,2015,40,1.4234,385,30,27048"
"Hawaii,2015,40,2.33303,51,20,2186"
"Idaho,2015,40,0.404263,11,8,2721"
"Illinois,2015,40,1.63805,833,80,50853"
"Indiana,2015,40,0.923388,64,31,6931"
"Iowa,2015,40,0.433735,9,9,2075"
"Kansas,2015,40,1.12164,90,35,8024"
"Kentucky,2015,40,0.236898,57,24,24061"
"Louisiana,2015,40,1.81531,804,73,44290"
"Maine,2015,40,1.1742,67,28,5706"
"Maryland,2015,40,1.09231,82,32,7507"
"Massachusetts,2015,40,0.790429,185,44,23405"
"Michigan,2015,40,0.679905,164,66,24121"
"Minnesota,2015,40,0.597213,36,17,6028"
"Mississippi,2015,40,2.15856,428,53,19828"
"Missouri,2015,40,1.11897,87,17,7775"
"Montana,2015,40,0.129618,4,8,3086"
"Nebraska,2015,40,0.428878,12,16,2798"
"Nevada,2015,40,0.62855,83,28,13205"
"New Hampshire,2015,40,0.0828672,4,22,4827"
"New Jersey,2015,40,0.896943,98,23,10926"
"New Mexico,2015,40,0.971393,109,26,11221"
"New York,2015,40,0.588433,70,80,11896"
"North Carolina,2015,40,0.835925,129,48,15432"
"North Dakota,2015,40,0.60652,8,9,1319"
"Ohio,2015,40,0.54476,97,67,17806"
"Oklahoma,2015,40,0.937038,57,28,6083"
"Oregon,2015,40,0.609618,27,15,4429"
"Pennsylvania,2015,40,1.30656,203,54,15537"
"Rhode Island,2015,40,0.110072,6,16,5451"
"South Carolina,2015,40,0.539773,19,11,3520"
"South Dakota,2015,40,0.981962,92,34,9369"
"Tennessee,2015,40,0.734619,72,53,9801"
"Texas,2015,40,3.1748,1016,126,32002"
"Utah,2015,40,1.05777,206,44,19475"
"Vermont,2015,40,0.222519,5,7,2247"
"Virginia,2015,40,1.33996,1197,128,89331"
"Washington,2015,40,0.441684,32,47,7245"
"West Virginia,2015,40,1.02553,184,50,17942"
"Wisconsin,2015,40,1.89587,134,23,7068"
"Wyoming,2015,40,0.418318,19,21,4542"
"Puerto Rico,2015,40,3.35556,156,8,4649"
"Virgin Islands,2015,40,1.11421,4,1,359"
"New York City,2015,40,1.23738,1259,87,101747"
"Alabama,2015,41,2.48819,258,28,10369"
"Alaska,2015,41,1.17302,20,8,1705"
"Arizona,2015,41,1.44689,360,54,24881"
"Arkansas,2015,41,0.863984,35,15,4051"
"California,2015,41,1.5661,653,138,41696"
"Colorado,2015,41,0.62028,23,6,3708"
"Connecticut,2015,41,0.805524,49,16,6083"
"Delaware,2015,41,0.0235738,1,16,4242"
"District of Columbia,2015,41,0.108932,1,1,918"
"Florida,2015,41,X,X,X,X"
"Georgia,2015,41,1.17165,360,30,30726"
"Hawaii,2015,41,1.79028,35,20,1955"
"Idaho,2015,41,0.354484,10,9,2821"
"Illinois,2015,41,1.7586,908,80,51632"
"Indiana,2015,41,1.1695,79,30,6755"
"Iowa,2015,41,0.28746,8,10,2783"
"Kansas,2015,41,1.02605,78,35,7602"
"Kentucky,2015,41,0.307777,78,27,25343"
"Louisiana,2015,41,1.81375,840,71,46313"
"Maine,2015,41,0.893655,50,28,5595"
"Maryland,2015,41,0.792553,63,30,7949"
"Massachusetts,2015,41,0.643767,134,43,20815"
"Michigan,2015,41,0.682377,172,70,25206"
"Minnesota,2015,41,1.17073,60,16,5125"
"Mississippi,2015,41,2.57163,473,53,18393"
"Missouri,2015,41,1.26363,102,16,8072"
"Montana,2015,41,0.110092,3,8,2725"
"Nebraska,2015,41,0.451722,16,16,3542"
"Nevada,2015,41,0.397966,54,27,13569"
"New Hampshire,2015,41,0.17753,7,21,3943"
"New Jersey,2015,41,0.608305,23,14,3781"
"New Mexico,2015,41,0.906883,112,27,12350"
"New York,2015,41,0.557203,62,80,11127"
"North Carolina,2015,41,1.28871,196,50,15209"
"North Dakota,2015,41,0.211119,3,10,1421"
"Ohio,2015,41,0.650656,123,68,18904"
"Oklahoma,2015,41,2.1645,130,28,6006"
"Oregon,2015,41,0.889757,41,16,4608"
"Pennsylvania,2015,41,1.50744,228,53,15125"
"Rhode Island,2015,41,0.145864,7,16,4799"
"South Carolina,2015,41,0.874568,38,12,4345"
"South Dakota,2015,41,0.928495,87,34,9370"
"Tennessee,2015,41,0.604789,49,51,8102"
"Texas,2015,41,3.42995,1084,124,31604"
"Utah,2015,41,1.05639,204,44,19311"
"Vermont,2015,41,0.295334,10,10,3386"
"Virginia,2015,41,1.50892,1325,125,87811"
"Washington,2015,41,0.730327,40,46,5477"
"West Virginia,2015,41,0.978325,181,51,18501"
"Wisconsin,2015,41,1.7285,123,24,7116"
"Wyoming,2015,41,0.416336,21,23,5044"
"Puerto Rico,2015,41,2.96902,138,8,4648"
"Virgin Islands,2015,41,1.79949,7,1,389"
"New York City,2015,41,1.37565,1404,86,102061"
"Alabama,2015,42,2.31635,251,29,10836"
"Alaska,2015,42,0.982659,17,7,1730"
"Arizona,2015,42,1.49271,396,56,26529"
"Arkansas,2015,42,0.997208,50,17,5014"
"California,2015,42,1.50411,677,140,45010"
"Colorado,2015,42,0.528659,19,6,3594"
"Connecticut,2015,42,0.963763,50,16,5188"
"Delaware,2015,42,0.0697188,3,16,4303"
"District of Columbia,2015,42,0.487805,4,1,820"
"Florida,2015,42,X,X,X,X"
"Georgia,2015,42,1.03207,318,31,30812"
"Hawaii,2015,42,1.30685,25,19,1913"
"Idaho,2015,42,0.609989,16,8,2623"
"Illinois,2015,42,1.6042,806,80,50243"
"Indiana,2015,42,1.07755,66,30,6125"
"Iowa,2015,42,0.630473,18,10,2855"
"Kansas,2015,42,1.05094,85,34,8088"
"Kentucky,2015,42,0.318249,82,23,25766"
"Louisiana,2015,42,2.04177,964,76,47214"
"Maine,2015,42,1.09129,63,28,5773"
"Maryland,2015,42,1.44368,116,30,8035"
"Massachusetts,2015,42,0.733375,177,44,24135"
"Michigan,2015,42,0.655234,162,70,24724"
"Minnesota,2015,42,0.78125,45,17,5760"
"Mississippi,2015,42,2.59902,521,53,20046"
"Missouri,2015,42,1.60311,132,18,8234"
"Montana,2015,42,0.286328,8,7,2794"
"Nebraska,2015,42,0.498287,16,16,3211"
"Nevada,2015,42,0.488183,63,27,12905"
"New Hampshire,2015,42,0.137426,6,21,4366"
"New Jersey,2015,42,0.605908,24,14,3961"
"New Mexico,2015,42,1.16146,142,27,12226"
"New York,2015,42,0.85962,115,82,13378"
"North Carolina,2015,42,1.24048,220,54,17735"
"North Dakota,2015,42,0.232739,3,9,1289"
"Ohio,2015,42,0.572453,115,68,20089"
"Oklahoma,2015,42,2.18176,133,26,6096"
"Oregon,2015,42,0.801527,42,21,5240"
"Pennsylvania,2015,42,1.61744,230,52,14220"
"Rhode Island,2015,42,0.23129,14,17,6053"
"South Carolina,2015,42,1.06744,44,12,4122"
"South Dakota,2015,42,0.818172,76,34,9289"
"Tennessee,2015,42,0.757878,76,55,10028"
"Texas,2015,42,3.63057,1162,122,32006"
"Utah,2015,42,1.22651,216,42,17611"
"Vermont,2015,42,0.486174,16,10,3291"
"Virginia,2015,42,1.7641,1565,127,88714"
"Washington,2015,42,0.349592,21,46,6007"
"West Virginia,2015,42,1.31689,237,51,17997"
"Wisconsin,2015,42,1.82971,127,25,6941"
"Wyoming,2015,42,0.541691,28,24,5169"
"Puerto Rico,2015,42,4.26033,199,9,4671"
"Virgin Islands,2015,42,1.03896,4,1,385"
"New York City,2015,42,1.48518,1485,85,99988"
"Alabama,2015,43,2.19702,279,26,12699"
"Alaska,2015,43,0.531601,9,7,1693"
"Arizona,2015,43,1.80696,404,53,22358"
"Arkansas,2015,43,0.845899,46,17,5438"
"California,2015,43,1.61772,715,151,44198"
"Colorado,2015,43,0.440744,18,5,4084"
"Connecticut,2015,43,1.42061,51,15,3590"
"Delaware,2015,43,0.123885,5,16,4036"
"District of Columbia,2015,43,2.58663,53,1,2049"
"Florida,2015,43,X,X,X,X"
"Georgia,2015,43,0.847821,257,30,30313"
"Hawaii,2015,43,1.5625,28,18,1792"
"Idaho,2015,43,0.576271,17,9,2950"
"Illinois,2015,43,1.77543,842,76,47425"
"Indiana,2015,43,1.18121,85,30,7196"
"Iowa,2015,43,0.285714,8,10,2800"
"Kansas,2015,43,1.20738,91,35,7537"
"Kentucky,2015,43,0.423318,118,29,27875"
"Louisiana,2015,43,1.86562,823,77,44114"
"Maine,2015,43,1.03147,59,28,5720"
"Maryland,2015,43,1.44254,121,33,8388"
"Massachusetts,2015,43,0.589921,142,41,24071"
"Michigan,2015,43,0.722036,187,71,25899"
"Minnesota,2015,43,0.831601,48,18,5772"
"Mississippi,2015,43,2.55443,501,53,19613"
"Missouri,2015,43,1.13927,98,20,8602"
"Montana,2015,43,0.059453,2,8,3364"
"Nebraska,2015,43,0.331583,12,17,3619"
"Nevada,2015,43,0.689338,90,28,13056"
"New Hampshire,2015,43,0.20979,9,22,4290"
"New Jersey,2015,43,0.426487,19,14,4455"
"New Mexico,2015,43,0.995633,114,25,11450"
"New York,2015,43,0.816171,107,83,13110"
"North Carolina,2015,43,1.40775,227,52,16125"
"North Dakota,2015,43,0.160128,2,10,1249"
"Ohio,2015,43,0.589923,109,69,18477"
"Oklahoma,2015,43,2.18795,122,25,5576"
"Oregon,2015,43,0.816957,37,19,4529"
"Pennsylvania,2015,43,1.35201,222,53,16420"
"Rhode Island,2015,43,0.231099,14,17,6058"
"South Carolina,2015,43,1.67598,81,13,4833"
"South Dakota,2015,43,1.01793,88,33,8645"
"Tennessee,2015,43,0.642475,54,51,8405"
"Texas,2015,43,3.84937,1152,123,29927"
"Utah,2015,43,1.12832,212,44,18789"
"Vermont,2015,43,0.445633,15,10,3366"
"Virginia,2015,43,1.54868,1341,125,86590"
"Washington,2015,43,0.970874,55,37,5665"
"West Virginia,2015,43,1.07118,197,52,18391"
"Wisconsin,2015,43,1.56403,112,24,7161"
"Wyoming,2015,43,0.540324,27,23,4997"
"Puerto Rico,2015,43,3.55441,179,9,5036"
"Virgin Islands,2015,43,1.01781,4,1,393"
"New York City,2015,43,1.45772,1426,91,97824"
"Alabama,2015,44,2.31715,313,28,13508"
"Alaska,2015,44,0.947867,10,6,1055"
"Arizona,2015,44,1.87283,415,57,22159"
"Arkansas,2015,44,0.967296,42,16,4342"
"California,2015,44,1.73589,800,157,46086"
"Colorado,2015,44,0.359595,11,5,3059"
"Connecticut,2015,44,1.79143,112,18,6252"
"Delaware,2015,44,0.204918,9,17,4392"
"District of Columbia,2015,44,5.83764,192,2,3289"
"Florida,2015,44,X,X,X,X"
"Georgia,2015,44,1.07349,370,31,34467"
"Hawaii,2015,44,2.18274,43,19,1970"
"Idaho,2015,44,0.443383,13,10,2932"
"Illinois,2015,44,1.79698,920,80,51197"
"Indiana,2015,44,1.10347,85,32,7703"
"Iowa,2015,44,0.559763,17,10,3037"
"Kansas,2015,44,1.60356,119,33,7421"
"Kentucky,2015,44,0.494734,132,28,26681"
"Louisiana,2015,44,1.92489,878,76,45613"
"Maine,2015,44,1.08696,55,27,5060"
"Maryland,2015,44,1.43698,122,31,8490"
"Massachusetts,2015,44,0.667916,164,44,24554"
"Michigan,2015,44,0.835379,211,70,25258"
"Minnesota,2015,44,1.2874,74,18,5748"
"Mississippi,2015,44,2.38468,503,54,21093"
"Missouri,2015,44,1.44876,122,19,8421"
"Montana,2015,44,0.193299,6,8,3104"
"Nebraska,2015,44,0.489663,18,17,3676"
"Nevada,2015,44,0.660979,86,28,13011"
"New Hampshire,2015,44,0.240385,10,21,4160"
"New Jersey,2015,44,0.744961,34,15,4564"
"New Mexico,2015,44,1.20291,152,27,12636"
"New York,2015,44,0.655665,89,84,13574"
"North Carolina,2015,44,1.17667,206,52,17507"
"North Dakota,2015,44,0.405268,4,8,987"
"Ohio,2015,44,0.736329,136,70,18470"
"Oklahoma,2015,44,2.13297,111,25,5204"
"Oregon,2015,44,0.660981,31,21,4690"
"Pennsylvania,2015,44,1.3918,246,55,17675"
"Rhode Island,2015,44,0.26852,17,17,6331"
"South Carolina,2015,44,1.27774,57,12,4461"
"South Dakota,2015,44,1.20166,110,34,9154"
"Tennessee,2015,44,0.698991,79,57,11302"
"Texas,2015,44,3.47839,1143,126,32860"
"Utah,2015,44,1.51484,291,41,19210"
"Vermont,2015,44,0.891651,33,11,3701"
"Virginia,2015,44,1.65955,1528,130,92073"
"Washington,2015,44,0.426667,24,46,5625"
"West Virginia,2015,44,1.41249,266,50,18832"
"Wisconsin,2015,44,1.62839,117,24,7185"
"Wyoming,2015,44,0.666159,35,25,5254"
"Puerto Rico,2015,44,4.98901,227,8,4550"
"Virgin Islands,2015,44,1.29534,5,1,386"
"New York City,2015,44,1.44121,1484,92,102969"
"Alabama,2015,45,2.20919,290,30,13127"
"Alaska,2015,45,1.1213,11,6,981"
"Arizona,2015,45,1.80418,438,57,24277"
"Arkansas,2015,45,1.07014,65,17,6074"
"California,2015,45,1.80813,782,156,43249"
"Colorado,2015,45,0.389206,15,5,3854"
"Connecticut,2015,45,1.07817,72,19,6678"
"Delaware,2015,45,0.167866,7,17,4170"
"District of Columbia,2015,45,4.2378,139,2,3280"
"Florida,2015,45,X,X,X,X"
"Georgia,2015,45,1.01664,344,31,33837"
"Hawaii,2015,45,1.69851,32,20,1884"
"Idaho,2015,45,0.673759,19,9,2820"
"Illinois,2015,45,2.01816,1020,79,50541"
"Indiana,2015,45,1.221,80,30,6552"
"Iowa,2015,45,0.498398,14,9,2809"
"Kansas,2015,45,1.44268,111,35,7694"
"Kentucky,2015,45,0.492591,121,28,24564"
"Louisiana,2015,45,2.1096,972,73,46075"
"Maine,2015,45,1.35762,79,28,5819"
"Maryland,2015,45,1.44607,111,30,7676"
"Massachusetts,2015,45,0.672289,165,45,24543"
"Michigan,2015,45,0.816032,215,70,26347"
"Minnesota,2015,45,1.10984,68,18,6127"
"Mississippi,2015,45,2.73615,566,54,20686"
"Missouri,2015,45,1.6603,139,20,8372"
"Montana,2015,45,0.23488,8,9,3406"
"Nebraska,2015,45,0.565771,20,17,3535"
"Nevada,2015,45,0.663507,84,28,12660"
"New Hampshire,2015,45,0.209809,8,20,3813"
"New Jersey,2015,45,0.430005,18,13,4186"
"New Mexico,2015,45,1.45063,155,24,10685"
"New York,2015,45,0.723665,97,85,13404"
"North Carolina,2015,45,0.972206,163,54,16766"
"North Dakota,2015,45,0.423131,3,6,709"
"Ohio,2015,45,0.959362,178,70,18554"
"Oklahoma,2015,45,3.17486,199,26,6268"
"Oregon,2015,45,1.81065,83,16,4584"
"Pennsylvania,2015,45,1.55583,248,53,15940"
"Rhode Island,2015,45,0.187138,11,17,5878"
"South Carolina,2015,45,1.74586,79,12,4525"
"South Dakota,2015,45,1.09203,96,34,8791"
"Tennessee,2015,45,0.587774,60,55,10208"
"Texas,2015,45,3.86243,1214,123,31431"
"Utah,2015,45,1.5367,295,42,19197"
"Vermont,2015,45,0.925926,33,11,3564"
"Virginia,2015,45,1.67621,1493,128,89070"
"Washington,2015,45,0.401914,21,45,5225"
"West Virginia,2015,45,1.44617,277,53,19154"
"Wisconsin,2015,45,1.56006,110,25,7051"
"Wyoming,2015,45,0.801443,40,24,4991"
"Puerto Rico,2015,45,3.60957,169,8,4682"
"Virgin Islands,2015,45,0.746269,3,1,402"
"New York City,2015,45,1.50803,1507,90,99932"
"Alabama,2015,46,2.64504,305,30,11531"
"Alaska,2015,46,0.715746,7,6,978"
"Arizona,2015,46,1.84161,496,59,26933"
"Arkansas,2015,46,1.25613,64,16,5095"
"California,2015,46,2.14097,996,157,46521"
"Colorado,2015,46,0.513322,21,5,4091"
"Connecticut,2015,46,1.1393,75,20,6583"
"Delaware,2015,46,0.273496,11,17,4022"
"District of Columbia,2015,46,6.85539,201,2,2932"
"Florida,2015,46,X,X,X,X"
"Georgia,2015,46,1.25685,431,31,34292"
"Hawaii,2015,46,1.47727,26,18,1760"
"Idaho,2015,46,0.439932,13,9,2955"
"Illinois,2015,46,1.89498,978,81,51610"
"Indiana,2015,46,1.19584,85,31,7108"
"Iowa,2015,46,0.525164,12,8,2285"
"Kansas,2015,46,1.40774,111,35,7885"
"Kentucky,2015,46,0.52279,135,28,25823"
"Louisiana,2015,46,2.19967,1008,75,45825"
"Maine,2015,46,0.985137,57,28,5786"
"Maryland,2015,46,1.68539,132,30,7832"
"Massachusetts,2015,46,0.645367,162,44,25102"
"Michigan,2015,46,0.781501,170,65,21753"
"Minnesota,2015,46,1.49593,79,18,5281"
"Mississippi,2015,46,3.16855,598,52,18873"
"Missouri,2015,46,1.18776,99,20,8335"
"Montana,2015,46,0.0518135,2,9,3860"
"Nebraska,2015,46,0.921788,33,17,3580"
"Nevada,2015,46,0.49005,66,27,13468"
"New Hampshire,2015,46,0.279525,12,20,4293"
"New Jersey,2015,46,0.652884,30,15,4595"
"New Mexico,2015,46,1.46879,180,26,12255"
"New York,2015,46,1.18498,159,82,13418"
"North Carolina,2015,46,1.17183,211,55,18006"
"North Dakota,2015,46,0.342466,3,7,876"
"Ohio,2015,46,0.645642,130,71,20135"
"Oklahoma,2015,46,2.25944,143,25,6329"
"Oregon,2015,46,1.33049,75,21,5637"
"Pennsylvania,2015,46,1.55956,240,53,15389"
"Rhode Island,2015,46,0.186335,12,16,6440"
"South Carolina,2015,46,1.61504,73,11,4520"
"South Dakota,2015,46,1.05796,94,34,8885"
"Tennessee,2015,46,0.939368,110,57,11710"
"Texas,2015,46,3.96778,1266,123,31907"
"Utah,2015,46,1.60466,292,40,18197"
"Vermont,2015,46,0.764818,28,11,3661"
"Virginia,2015,46,1.90304,1695,128,89068"
"Washington,2015,46,0.402857,22,46,5461"
"West Virginia,2015,46,1.01986,189,51,18532"
"Wisconsin,2015,46,1.61699,115,23,7112"
"Wyoming,2015,46,0.429185,22,24,5126"
"Puerto Rico,2015,46,3.39426,156,8,4596"
"Virgin Islands,2015,46,0.911458,7,2,768"
"New York City,2015,46,1.68278,1673,80,99419"
"Alabama,2015,47,3.50323,255,26,7279"
"Alaska,2015,47,0.721154,6,6,832"
"Arizona,2015,47,1.88987,348,59,18414"
"Arkansas,2015,47,1.21043,39,15,3222"
"California,2015,47,2.39866,687,153,28641"
"Colorado,2015,47,0.659051,15,5,2276"
"Connecticut,2015,47,1.69643,38,16,2240"
"Delaware,2015,47,0.261292,7,15,2679"
"District of Columbia,2015,47,7.21118,98,2,1359"
"Florida,2015,47,X,X,X,X"
"Georgia,2015,47,1.55757,326,31,20930"
"Hawaii,2015,47,2.48344,30,16,1208"
"Idaho,2015,47,1.07204,25,9,2332"
"Illinois,2015,47,2.04812,830,78,40525"
"Indiana,2015,47,1.48581,56,31,3769"
"Iowa,2015,47,0.344531,4,8,1161"
"Kansas,2015,47,1.58172,90,35,5690"
"Kentucky,2015,47,0.58523,134,31,22897"
"Louisiana,2015,47,2.43487,1030,79,42302"
"Maine,2015,47,0.688249,27,28,3923"
"Maryland,2015,47,2.64002,140,30,5303"
"Massachusetts,2015,47,0.869205,147,42,16912"
"Michigan,2015,47,0.754856,143,68,18944"
"Minnesota,2015,47,1.94823,73,14,3747"
"Mississippi,2015,47,3.37755,578,53,17113"
"Missouri,2015,47,1.86682,97,18,5196"
"Montana,2015,47,0.195084,5,9,2563"
"Nebraska,2015,47,0.697293,17,17,2438"
"Nevada,2015,47,0.844991,90,28,10651"
"New Hampshire,2015,47,0.10772,3,20,2785"
"New Jersey,2015,47,0.672043,20,14,2976"
"New Mexico,2015,47,2.27843,227,27,9963"
"New York,2015,47,0.97867,78,83,7970"
"North Carolina,2015,47,1.56315,150,52,9596"
"North Dakota,2015,47,0,0,8,683"
"Ohio,2015,47,0.768743,97,71,12618"
"Oklahoma,2015,47,4.18859,199,27,4751"
"Oregon,2015,47,1.72911,48,14,2776"
"Pennsylvania,2015,47,1.97417,214,55,10840"
"Rhode Island,2015,47,0.213276,8,17,3751"
"South Carolina,2015,47,1.62472,51,12,3139"
"South Dakota,2015,47,1.50154,112,34,7459"
"Tennessee,2015,47,1.23581,86,53,6959"
"Texas,2015,47,4.81392,1071,122,22248"
"Utah,2015,47,2.05614,334,42,16244"
"Vermont,2015,47,1.22599,30,11,2447"
"Virginia,2015,47,2.17016,1824,129,84049"
"Washington,2015,47,0.261584,7,46,2676"
"West Virginia,2015,47,1.24273,173,52,13921"
"Wisconsin,2015,47,2.01622,92,23,4563"
"Wyoming,2015,47,0.708174,24,22,3389"
"Puerto Rico,2015,47,4.11695,207,9,5028"
"Virgin Islands,2015,47,0.67659,5,2,739"
"New York City,2015,47,1.78267,1619,80,90819"
"Alabama,2015,48,2.45363,295,27,12023"
"Alaska,2015,48,1.32114,13,6,984"
"Arizona,2015,48,2.40085,566,57,23575"
"Arkansas,2015,48,1.0763,56,15,5203"
"California,2015,48,2.02273,936,152,46274"
"Colorado,2015,48,0.515759,18,6,3490"
"Connecticut,2015,48,0.956304,65,23,6797"
"Delaware,2015,48,0.148588,6,17,4038"
"District of Columbia,2015,48,5.67077,175,2,3086"
"Florida,2015,48,X,X,X,X"
"Georgia,2015,48,1.11751,367,30,32841"
"Hawaii,2015,48,2.1764,38,15,1746"
"Idaho,2015,48,0.681431,20,9,2935"
"Illinois,2015,48,2.04212,1057,81,51760"
"Indiana,2015,48,0.891104,59,30,6621"
"Iowa,2015,48,0.399113,9,8,2255"
"Kansas,2015,48,1.41036,104,34,7374"
"Kentucky,2015,48,0.607979,169,37,27797"
"Louisiana,2015,48,2.28758,1015,80,44370"
"Maine,2015,48,1.06572,54,28,5067"
"Maryland,2015,48,2.11117,158,31,7484"
"Massachusetts,2015,48,0.793021,200,46,25220"
"Michigan,2015,48,0.653595,158,68,24174"
"Minnesota,2015,48,0.920578,51,17,5540"
"Mississippi,2015,48,3.32872,674,51,20248"
"Missouri,2015,48,1.20617,97,20,8042"
"Montana,2015,48,0.13031,5,10,3837"
"Nebraska,2015,48,0.350263,12,16,3426"
"Nevada,2015,48,0.721364,99,28,13724"
"New Hampshire,2015,48,0.463897,23,23,4958"
"New Jersey,2015,48,0.987224,68,15,6888"
"New Mexico,2015,48,1.29126,160,27,12391"
"New York,2015,48,1.1818,141,80,11931"
"North Carolina,2015,48,1.55678,268,53,17215"
"North Dakota,2015,48,0.335196,3,7,895"
"Ohio,2015,48,0.622169,125,72,20091"
"Oklahoma,2015,48,2.93651,185,27,6300"
"Oregon,2015,48,1.7094,80,16,4680"
"Pennsylvania,2015,48,1.56455,251,55,16043"
"Rhode Island,2015,48,0.209407,13,17,6208"
"South Carolina,2015,48,1.59563,73,12,4575"
"South Dakota,2015,48,1.21327,102,33,8407"
"Tennessee,2015,48,0.953007,87,50,9129"
"Texas,2015,48,4.43529,1411,122,31813"
"Utah,2015,48,1.29138,268,43,20753"
"Vermont,2015,48,1.30409,44,11,3374"
"Virginia,2015,48,2.07325,1945,133,93814"
"Washington,2015,48,0.285497,15,46,5254"
"West Virginia,2015,48,1.30868,235,52,17957"
"Wisconsin,2015,48,1.53918,99,24,6432"
"Wyoming,2015,48,0.625809,29,22,4634"
"Puerto Rico,2015,48,4.06746,205,9,5040"
"Virgin Islands,2015,48,1.30208,10,2,768"
"New York City,2015,48,2.05034,2135,90,104129"
"Alabama,2015,49,2.76306,339,26,12269"
"Alaska,2015,49,0.596421,6,6,1006"
"Arizona,2015,49,2.31562,503,56,21722"
"Arkansas,2015,49,1.32599,65,15,4902"
"California,2015,49,2.07101,938,152,45292"
"Colorado,2015,49,0.838355,32,6,3817"
"Connecticut,2015,49,1.7386,114,26,6557"
"Delaware,2015,49,0.148331,6,17,4045"
"District of Columbia,2015,49,6.5342,171,2,2617"
"Florida,2015,49,X,X,X,X"
"Georgia,2015,49,1.29957,406,29,31241"
"Hawaii,2015,49,1.8315,30,15,1638"
"Idaho,2015,49,0.43956,12,9,2730"
"Illinois,2015,49,2.16111,1119,81,51779"
"Indiana,2015,49,1.42664,95,30,6659"
"Iowa,2015,49,0.114112,3,10,2629"
"Kansas,2015,49,1.28025,91,34,7108"
"Kentucky,2015,49,0.535988,147,35,27426"
"Louisiana,2015,49,2.03417,924,74,45424"
"Maine,2015,49,0.960171,54,27,5624"
"Maryland,2015,49,1.91238,141,32,7373"
"Massachusetts,2015,49,0.811212,202,46,24901"
"Michigan,2015,49,0.731161,186,70,25439"
"Minnesota,2015,49,1.80049,111,17,6165"
"Mississippi,2015,49,3.09749,644,52,20791"
"Missouri,2015,49,1.16959,90,19,7695"
"Montana,2015,49,0.1321,5,9,3785"
